17	Bùi Thanh Hoa	\N	\N	\N	\N	active	2026-05-27 04:11:46.102451+00	2026-05-27 04:11:46.102451+00	danang.nurse08@momcare.local	DANANG.NURSE08@MOMCARE.LOCAL	danang.nurse08@momcare.local	DANANG.NURSE08@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAELsjQMjohByCzSMn6YyRYGl6Ad6/FhPmmZGPU8o/SYjtI3lfb1T5yyoAPtP3I37ZHA==	GOHKBZSBSMLFDZD5SBASGCELCZ5YWUWW	48359598-c672-4d1e-80a3-ec3ecbef93ea	0918000008	f	f	\N	t	0
18	Ngô Gia Khánh	\N	\N	\N	\N	active	2026-05-27 04:11:47.908648+00	2026-05-27 04:11:47.908648+00	danang.nurse09@momcare.local	DANANG.NURSE09@MOMCARE.LOCAL	danang.nurse09@momcare.local	DANANG.NURSE09@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEEeP1WQ2NxNsdm5kbird5kbJDpijn23/fuWk30RI6dkHOGG8WU7dbsp39lLvXkoZbQ==	N5T63C4NYRBCFD33YBAVSLLEO27XR5U3	a118aa34-8937-41a3-bb45-8499d93fdea6	0918000009	f	f	\N	t	0
19	Đỗ Mai Lan	\N	\N	\N	\N	active	2026-05-27 04:11:48.7245+00	2026-05-27 04:11:48.7245+00	danang.nurse10@momcare.local	DANANG.NURSE10@MOMCARE.LOCAL	danang.nurse10@momcare.local	DANANG.NURSE10@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAECwFNROdK/HP5zYO5TPOBig6wv550lQXt4X9iw2D0XGl9L4H3NFoPe6mksXKcym0Fw==	HNASHDAC3VOH54KGSZHPPNPU5TDYZ22C	d326a2fc-5e50-4c2a-8adc-079c496d1055	0918000010	f	f	\N	t	0
20	Huỳnh Thảo Linh	\N	\N	\N	\N	active	2026-05-27 04:11:50.220445+00	2026-05-27 04:11:50.220445+00	danang.nurse11@momcare.local	DANANG.NURSE11@MOMCARE.LOCAL	danang.nurse11@momcare.local	DANANG.NURSE11@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEN7q8Mivp8qVN3I0g0S/9CuNqYoL1/jEujOn8jn70LUcieglXa/zN1vF4cw32Bevag==	EE5RF35OGIR6NSSFARPTOV5UKIRCVWM2	3be422f3-3b3e-4d63-95b3-c89e1554b37d	0918000011	f	f	\N	t	0
4	Lê Thị Hương	\N	MB	0905017481	NGUYEN LUONG UYEN THAO	active	2026-05-24 07:45:57.902603+00	2026-05-28 07:54:33.381817+00	huong.nurse@momcare.local	HUONG.NURSE@MOMCARE.LOCAL	huong.nurse@momcare.local	HUONG.NURSE@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEKEjnFAn5k8XLBqa3FuMLa4vUUjWTw42HeKEBFjXPs2SlgicRdPuvHOWwUQhzL8WtA==	HEQFF6KMNUCPCWIHI2TSYJ5JZTW6UCFW	39fbe12d-843a-41a1-9a2f-13c33bf77175	0900000004	f	f	\N	t	0
21	Phan Nhật Mai	\N	\N	\N	\N	active	2026-05-27 04:11:51.217517+00	2026-05-27 04:11:51.217518+00	danang.nurse12@momcare.local	DANANG.NURSE12@MOMCARE.LOCAL	danang.nurse12@momcare.local	DANANG.NURSE12@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEJLVCgY4jU6cWeF/eI8acT3ds7IErwXW+9/DQKeBG4B2x27nQbplyaiOhLyz5cVS2w==	VKCUBP6I6NMUSHPELTYQMRQB7T7F6VGN	7a78cb05-6812-4019-bf6c-2688633b1961	0918000012	f	f	\N	t	0
22	Nguyễn Kim Minh	\N	\N	\N	\N	active	2026-05-27 04:11:52.105377+00	2026-05-27 04:11:52.105377+00	danang.nurse13@momcare.local	DANANG.NURSE13@MOMCARE.LOCAL	danang.nurse13@momcare.local	DANANG.NURSE13@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEOyautFp6pjfGAaUFJTtk8vNc7Hc6zD6lMUBaAbaNODwGHfg7oHQX6mQxDG7Z8AIcQ==	TC3V6APA2FCZLBEYMKOHDIDATQFF3GBG	6451fd62-91d0-4d99-bedc-77d9f7c96cb4	0918000013	f	f	\N	t	0
23	Trần Hà My	\N	\N	\N	\N	active	2026-05-27 04:11:52.815636+00	2026-05-27 04:11:52.815636+00	danang.nurse14@momcare.local	DANANG.NURSE14@MOMCARE.LOCAL	danang.nurse14@momcare.local	DANANG.NURSE14@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEGqPYWzKExYq4ZF3TbmA9gtE5L+3DdLwbMqAO8XAjLz5G2uCHw8EIRniG+i31Yvk6Q==	CJ4QTLYT6IERLAZ7WWBID4DCUKDDAGPC	bdacb994-509c-4e2c-9ea6-b6b2db76f89b	0918000014	f	f	\N	t	0
24	Lê Thanh Nga	\N	\N	\N	\N	active	2026-05-27 04:11:53.736016+00	2026-05-27 04:11:53.736016+00	danang.nurse15@momcare.local	DANANG.NURSE15@MOMCARE.LOCAL	danang.nurse15@momcare.local	DANANG.NURSE15@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAECReSoFoKJAs2IHv1fgdK4YA+UqMv7uuR76xz252hPYE37XCtCi5j/IgOQikwHWX+w==	CHLDTOFLRDSPAJCOPBFUZRPPCYC6MXX5	0a8c5ead-3564-4139-b2fe-e8856903dd24	0918000015	f	f	\N	t	0
25	Phạm Bảo Ngân	\N	\N	\N	\N	active	2026-05-27 04:11:54.805264+00	2026-05-27 04:11:54.805264+00	danang.nurse16@momcare.local	DANANG.NURSE16@MOMCARE.LOCAL	danang.nurse16@momcare.local	DANANG.NURSE16@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAELZglD35S0vaYGRyYyUNjuBU/JywHzTo73yv4XrL1ln0N00WwW9JV51PIBuCswgJDA==	UDZJQB4UMZ4MB2B2YLMDH42ADAOGLRFN	7d62b588-d8ac-4040-8176-cc5772556d4c	0918000016	f	f	\N	t	0
26	Võ Hồng Ngọc	\N	\N	\N	\N	active	2026-05-27 04:11:55.605902+00	2026-05-27 04:11:55.605902+00	danang.nurse17@momcare.local	DANANG.NURSE17@MOMCARE.LOCAL	danang.nurse17@momcare.local	DANANG.NURSE17@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEIrihnN9lfj2mF7k0jO+m+RvvU/uEYL0GAZqN6/gDjI/zBcd/lE1rVVkD1MstRk+pA==	JQU6NHDL4XXSXBHJHG7SA6II45C4NDSB	16b9869f-f386-420f-8a35-642604f68270	0918000017	f	f	\N	t	0
27	Hoàng Yến Nhi	\N	\N	\N	\N	active	2026-05-27 04:11:57.130895+00	2026-05-27 04:11:57.130895+00	danang.nurse18@momcare.local	DANANG.NURSE18@MOMCARE.LOCAL	danang.nurse18@momcare.local	DANANG.NURSE18@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEAXT2hgWsWqrYe5Jvk1TCn8AuHCknpXwKNXT5Gs7lgT0xAou03FU+KxfF5CBfppR0w==	6WC3LBOAEQXAWCCJAMRLYLOSXN3M7HEE	32fd3af2-afd0-4e2e-a56b-1296cc4ff6be	0918000018	f	f	\N	t	0
28	Đặng Thị Oanh	\N	\N	\N	\N	active	2026-05-27 04:11:57.923403+00	2026-05-27 04:11:57.923403+00	danang.nurse19@momcare.local	DANANG.NURSE19@MOMCARE.LOCAL	danang.nurse19@momcare.local	DANANG.NURSE19@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEFV/hJhN7V/KVUva2RL24AdtuRgRSj7yc5c1DlxHmwB35hKeXtH4VCnXxQ3tKVMg/w==	3S324WASS4OWIOFA27JFXHSHCFQYSMA5	08031282-5625-4a39-9071-4acc7b66c1dd	0918000019	f	f	\N	t	0
29	Bùi Minh Phương	\N	\N	\N	\N	active	2026-05-27 04:11:58.711892+00	2026-05-27 04:11:58.711892+00	danang.nurse20@momcare.local	DANANG.NURSE20@MOMCARE.LOCAL	danang.nurse20@momcare.local	DANANG.NURSE20@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEDMOE34AtwGE9IUtgODFKnZGDWc7eXEUSBWh9ZIPAYHLonPIq84j+/ugr7has8Z7+Q==	JQ37CHPW5CTQJ6H7HT2BDX4JHIRLBUFY	38b7b6df-8960-4e10-9e02-ab1fe69a4630	0918000020	f	f	\N	t	0
30	Ngô Như Quỳnh	\N	\N	\N	\N	active	2026-05-27 04:11:59.834289+00	2026-05-27 04:11:59.83429+00	danang.nurse21@momcare.local	DANANG.NURSE21@MOMCARE.LOCAL	danang.nurse21@momcare.local	DANANG.NURSE21@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEMSjroA31is9ho1jVK5ZCKM1D5eavQSCYWgxXqQHpWxZnrInQRhG+C/Q+GJQHPOghw==	LDVQFAGSL2IYCQQOOJNEXMDI63MY7WHY	d192c5f6-63ba-4414-bb03-7430ffa3a839	0918000021	f	f	\N	t	0
31	Đỗ Phương Thảo	\N	\N	\N	\N	active	2026-05-27 04:12:00.629421+00	2026-05-27 04:12:00.629421+00	danang.nurse22@momcare.local	DANANG.NURSE22@MOMCARE.LOCAL	danang.nurse22@momcare.local	DANANG.NURSE22@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEHVUjXJwaV1VQV6z9cnoHYt4qQ5RLZhvUrzOSBH86ejJWEVHIvu/oKsHyRs7p+w1aw==	7MMCUKWGRJ4LKYTZOZVGMWPPXGUSLTCV	dbebb937-4d4f-4e77-9506-b7d86fb93cde	0918000022	f	f	\N	t	0
32	Huỳnh Anh Thu	\N	\N	\N	\N	active	2026-05-27 04:12:01.604546+00	2026-05-27 04:12:01.604546+00	danang.nurse23@momcare.local	DANANG.NURSE23@MOMCARE.LOCAL	danang.nurse23@momcare.local	DANANG.NURSE23@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEER8mj8lUgS9K5fpHtUHafg7hRDGG0gYoYizmMkgelAx7Z10SSLG76RgpG4LWkz3jA==	E6UO2QZYPQ4Z4N44GTBSR57X6MRTPZ7I	64bb81b5-b2a2-4f9a-8c92-c7e0615c3273	0918000023	f	f	\N	t	0
33	Phan Huyền Trang	\N	\N	\N	\N	active	2026-05-27 04:12:03.402419+00	2026-05-27 04:12:03.402419+00	danang.nurse24@momcare.local	DANANG.NURSE24@MOMCARE.LOCAL	danang.nurse24@momcare.local	DANANG.NURSE24@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEB1rUgAK0h+gI6qE+caXNOgFhEW0JHMp//zvaYpTgHY2YyvgjjPLXiPVwCwE8v1GjA==	JOC2K36GWLRN27VRJPGB5P733F5U7ZYN	556589fb-800e-4d8d-ad9d-cbaf2a9f456b	0918000024	f	f	\N	t	0
34	Nguyễn Mai Trinh	\N	\N	\N	\N	active	2026-05-27 04:12:04.308989+00	2026-05-27 04:12:04.308989+00	danang.nurse25@momcare.local	DANANG.NURSE25@MOMCARE.LOCAL	danang.nurse25@momcare.local	DANANG.NURSE25@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEA8X9ZQy8u7eZc94n9IAJgZG+LH3A+ujJf9mqqL+RhirtljyW6xOG+hrv3fw5BJ1fw==	7N3QOLZ7BJV7U72ZXBQIDBGCKH2N2AXZ	64cf496b-c472-4bcf-80f0-130f784b2141	0918000025	f	f	\N	t	0
35	Trần Cẩm Tuyền	\N	\N	\N	\N	active	2026-05-27 04:12:05.113916+00	2026-05-27 04:12:05.113916+00	danang.nurse26@momcare.local	DANANG.NURSE26@MOMCARE.LOCAL	danang.nurse26@momcare.local	DANANG.NURSE26@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEL9H/Y7GWEQdSScrAER+bRe8bUsXAdNq08N96wA3SPw7pVW1VbH6ZSCe25YBKNT3zg==	2JHR2YI6SGOXHJINJZO3MPUCGRWDYXAF	9ac1ac0d-cc72-4c80-96c5-09315a008f3d	0918000026	f	f	\N	t	0
36	Lê Khánh Uyên	\N	\N	\N	\N	active	2026-05-27 04:12:06.426601+00	2026-05-27 04:12:06.426601+00	danang.nurse27@momcare.local	DANANG.NURSE27@MOMCARE.LOCAL	danang.nurse27@momcare.local	DANANG.NURSE27@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAECorlh2gumsXX7Hkx7QlO8N9CaidlDW+Pza9H6F5Y+qGDNxIXc7Qtm3HvWEeAmAxqg==	TBZWJJURQ4YFUQE4YAYE3LJ7KDXNLXZJ	ef864bfc-f13d-4563-a724-a775f3ac1ecf	0918000027	f	f	\N	t	0
37	Phạm Ngọc Vân	\N	\N	\N	\N	active	2026-05-27 04:12:07.406878+00	2026-05-27 04:12:07.406878+00	danang.nurse28@momcare.local	DANANG.NURSE28@MOMCARE.LOCAL	danang.nurse28@momcare.local	DANANG.NURSE28@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEOci2ciLnhMTL8X0giEjp0bJDaJCAy78QsoD9ui3IDp550UXciSMf+oHyFFbrsxKFQ==	WHZETKHW3GS6SW5BZKYMTPT2VAYBCCOA	a41415a0-743b-4bf0-9160-7390f421f8dd	0918000028	f	f	\N	t	0
38	Võ Tường Vy	\N	\N	\N	\N	active	2026-05-27 04:12:08.410486+00	2026-05-27 04:12:08.410486+00	danang.nurse29@momcare.local	DANANG.NURSE29@MOMCARE.LOCAL	danang.nurse29@momcare.local	DANANG.NURSE29@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAELLl7FapEKns0ng7ZgEl7d89q8FfxI4NO46XpK8ar5EdkRLkELlP00rDKsazxnce+g==	OVMS535H66M7TYLNK5HR7FUCFBYTOGH6	06b7b5d9-97a9-49f4-a3de-ebfef19f64f3	0918000029	f	f	\N	t	0
39	Hoàng Thị Yến	\N	\N	\N	\N	active	2026-05-27 04:12:09.61468+00	2026-05-27 04:12:09.61468+00	danang.nurse30@momcare.local	DANANG.NURSE30@MOMCARE.LOCAL	danang.nurse30@momcare.local	DANANG.NURSE30@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEEV8LoIPAEHU6d7ejqQo4hwjqztrYpqRYZd4LYNyBPfijMmSQymE2AT2nQ/QPdHNBw==	FM6VZQAJSR3TLWU36RCTK2MU4LZXC2DY	4d427d25-5b91-4b7e-88a9-d56d03064efc	0918000030	f	f	\N	t	0
40	Đặng Lan Anh	\N	\N	\N	\N	active	2026-05-27 04:12:10.515479+00	2026-05-27 04:12:10.515479+00	danang.nurse31@momcare.local	DANANG.NURSE31@MOMCARE.LOCAL	danang.nurse31@momcare.local	DANANG.NURSE31@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEOTxPkT3eNEtnD+EZvX+zqGEk9yESs3fCw7VNohlgXbP5zBXJA+bWtfmQNrK5Vjnow==	P7PQIA26HBSHJ4N3ZWP76ICC4WZXJNAY	897db080-c205-41f6-a0f3-adcd543725da	0918000031	f	f	\N	t	0
41	Bùi Diễm My	\N	\N	\N	\N	active	2026-05-27 04:12:11.924172+00	2026-05-27 04:12:11.924172+00	danang.nurse32@momcare.local	DANANG.NURSE32@MOMCARE.LOCAL	danang.nurse32@momcare.local	DANANG.NURSE32@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEID5eot9yPY87SBrHn8R4dVU1zlOHb7sn7eeiUPcta8fniwwt78S4b+nHg6PNDyERQ==	NYS6LUADC3NAKCTEK4RATZSPDEQCRRUD	fa18b8aa-e20f-4e48-a672-100c64c1ffe2	0918000032	f	f	\N	t	0
42	Ngô Thu Hiền	\N	\N	\N	\N	active	2026-05-27 04:12:12.904249+00	2026-05-27 04:12:12.904249+00	danang.nurse33@momcare.local	DANANG.NURSE33@MOMCARE.LOCAL	danang.nurse33@momcare.local	DANANG.NURSE33@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEOcKRB9wkDam/h1DHm6MdnEzF81NjS4GiXw2zjKjJTfTetxFkwSsNI2HkHYywH/s3A==	3XTTQKIRFMIUUZP5CVSPCOB7VSKVNVFT	ffa2f8ae-0673-4d24-88a2-a666ccc1aeb3	0918000033	f	f	\N	t	0
43	Đỗ Hồng Hương	\N	\N	\N	\N	active	2026-05-27 04:12:14.519119+00	2026-05-27 04:12:14.51912+00	danang.nurse34@momcare.local	DANANG.NURSE34@MOMCARE.LOCAL	danang.nurse34@momcare.local	DANANG.NURSE34@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEC+dcXij5LAlUW5WEF9vjz+yU1fG9JQKI2wyA+oVSGB2EhNvSfDAiBf/TAaxwjCkig==	KH3EGDJV2MKJCWZ7WOAEAO52UTYEQK25	31c1775f-b5ce-4702-b165-e6e9d1eb8a11	0918000034	f	f	\N	t	0
44	Huỳnh Gia Kim	\N	\N	\N	\N	active	2026-05-27 04:12:15.405755+00	2026-05-27 04:12:15.405756+00	danang.nurse35@momcare.local	DANANG.NURSE35@MOMCARE.LOCAL	danang.nurse35@momcare.local	DANANG.NURSE35@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEDrxkBMOmdTJjkEYvGyJ+xmXElFZG/e5ZVGlFBIIMBHDwkgwWXfFHSRs7MTITdwFXQ==	Z7EODYOBR553TYWQU4Q5QAK6YPVFSRX2	8d251f64-2465-4501-8251-0b531b7a5c6e	0918000035	f	f	\N	t	0
45	Phan Bích Loan	\N	\N	\N	\N	active	2026-05-27 04:12:16.322404+00	2026-05-27 04:12:16.322404+00	danang.nurse36@momcare.local	DANANG.NURSE36@MOMCARE.LOCAL	danang.nurse36@momcare.local	DANANG.NURSE36@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAEHHBEtVFPMaDUejZX8iMA0uObLo0xgzn2JozL1cxIpLM1zqSuEPqoKerRkU8mJJk8Q==	WM6KOPTQCFAJ2GQIZZKX4X6IO734KT3P	56294856-c5d9-47da-b40a-021dfef84552	0918000036	f	f	\N	t	0
46	Nguyễn Quỳnh Như	\N	\N	\N	\N	active	2026-05-27 04:12:17.30948+00	2026-05-27 04:12:17.30948+00	danang.nurse37@momcare.local	DANANG.NURSE37@MOMCARE.LOCAL	danang.nurse37@momcare.local	DANANG.NURSE37@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAENNwDQqCdh1e98uvTiG8ZPIJXG8ySCyhrMEN2dt4PZEpJmhEok/yPgG6XSL1CmfVXA==	5JVE4GUILIFSQV3XCFFBZSWM4JUPSTGT	3c6632ec-bb46-401b-aa2b-147a7fd86fec	0918000037	f	f	\N	t	0
47	Trần Minh Tâm	\N	\N	\N	\N	active	2026-05-27 04:12:18.207377+00	2026-05-27 04:12:18.207378+00	danang.nurse38@momcare.local	DANANG.NURSE38@MOMCARE.LOCAL	danang.nurse38@momcare.local	DANANG.NURSE38@MOMCARE.LOCAL	t	AQAAAAIAAYagAAAAENX1shWGDQo3P0m3s6r4JhJiAhilnxMYsDOpQyVdr0yNVz9eIspkde+viYfs8lCI0A==	NVH3QV2RCBGQBWHFO7UA4MSRBXFSPD45	1b018c5a-63f4-46d7-8557-4c92798e9cd8	0918000038	f	f	\N	t	0
